LoanID,CustomerID,Product,Region,LoanAmount,TermMonths,InterestRate,ApplicationDate,ApprovalDate,ApprovalDays,LoanStatus,RiskBand,OutstandingBalance
L0001735,C002420,Home Improvement,North West,8500,60,18.9,2025-09-21,2025-09-27,6,Active,Low,8076.41
L0001736,C002422,Car Finance,Midlands,26000,60,9.9,2026-02-21,2026-02-26,5,Closed,High,0
L0001737,C002424,Car Finance,Scotland,29500,60,9.9,2025-08-16,2025-08-21,5,Active,Low,17954.22
L0001738,C002425,Home Improvement,Scotland,6000,48,9.9,2025-02-15,2025-02-20,5,Closed,Low,0
L0001739,C002426,Personal Loan,North West,13000,24,18.9,2025-01-18,2025-01-25,7,Active,Low,2608.6
L0001740,C002428,Debt Consolidation,South West,23000,12,15.9,2026-01-05,2026-01-12,7,Delinquent,Low,7229.6
L0001741,C002429,Personal Loan,South West,16500,12,7.9,2025-11-03,2025-11-09,6,Active,Low,3515.52
L0001742,C002430,Home Improvement,Wales,16500,12,15.9,2025-01-19,2025-01-23,4,Active,Low,9227.04
L0001743,C002432,Home Improvement,Midlands,27000,12,7.9,2026-04-05,2026-04-09,4,Active,Low,10069.86
L0001744,C002433,Car Finance,South West,21000,12,18.9,2025-09-07,2025-09-12,5,Active,Low,9292.25
L0001745,C002434,Debt Consolidation,Midlands,8000,24,7.9,2025-07-14,2025-07-21,7,Closed,Medium,0
L0001746,C002435,Personal Loan,North West,11000,60,15.9,2026-02-22,2026-03-01,7,Closed,Medium,0
L0001747,C002436,Personal Loan,Midlands,11500,12,18.9,2025-05-31,2025-06-03,3,Active,Low,10581.04
L0001748,C002438,Car Finance,Wales,27500,36,12.9,2025-04-10,2025-04-15,5,Approved,Medium,15334.98
L0001749,C002439,Personal Loan,Midlands,11500,36,9.9,2025-04-19,2025-04-25,6,Active,Low,8965.57
L0001750,C002440,Home Improvement,Scotland,23500,48,9.9,2025-02-23,2025-02-27,4,Active,Low,19860.63
L0001751,C002441,Personal Loan,South West,21500,60,9.9,2026-02-16,2026-02-22,6,Approved,Low,15755.08
L0001752,C002442,Personal Loan,Midlands,19000,12,18.9,2025-05-29,2025-06-03,5,Delinquent,Low,17997.86
L0001753,C002443,Debt Consolidation,Scotland,13000,48,12.9,2025-09-26,2025-09-30,4,Active,Low,8154.12
L0001754,C002446,Personal Loan,North West,5500,12,9.9,2025-12-24,2025-12-31,7,Closed,Low,0
L0001755,C002448,Car Finance,Wales,28000,60,12.9,2025-10-02,2025-10-05,3,Active,High,26413.62
L0001756,C002449,Home Improvement,London,28500,60,9.9,2026-02-13,2026-02-22,9,Active,Low,8077.44
L0001757,C002450,Personal Loan,Midlands,15000,24,7.9,2025-03-23,2025-03-26,3,Active,Low,13689.78
L0001758,C002453,Home Improvement,Wales,29000,36,9.9,2025-10-26,2025-11-01,6,Active,Low,11960.32
L0001759,C002454,Personal Loan,South West,21500,24,18.9,2026-01-04,2026-01-11,7,Active,Low,9147.8
L0001760,C002455,Debt Consolidation,South West,17000,36,15.9,2025-05-09,2025-05-12,3,Approved,Medium,15281.7
L0001761,C002456,Home Improvement,London,26500,36,18.9,2026-04-26,2026-05-04,8,Active,Low,7494.04
L0001762,C002457,Home Improvement,Midlands,26000,12,12.9,2026-03-15,2026-03-20,5,Active,Medium,23565.27
L0001763,C002458,Home Improvement,Wales,8000,60,12.9,2026-01-04,2026-01-07,3,Active,Low,6121.26
L0001764,C002460,Home Improvement,North West,18500,24,18.9,2025-02-21,2025-02-24,3,Active,Low,4826.6
L0001765,C002464,Personal Loan,London,15000,36,15.9,2025-08-10,2025-08-16,6,Closed,Low,0
L0001766,C002466,Car Finance,Midlands,16000,24,12.9,2025-01-28,2025-02-03,6,Delinquent,Low,3036.21
L0001767,C002467,Debt Consolidation,Wales,14000,60,12.9,2026-05-31,2026-06-04,4,Active,Medium,13152.96
L0001768,C002468,Car Finance,South West,28000,24,15.9,2025-10-22,2025-10-29,7,Active,Medium,12116.3
L0001769,C002469,Home Improvement,Midlands,16500,24,9.9,2025-05-04,2025-05-08,4,Active,Low,9572.88
L0001770,C002470,Personal Loan,Wales,20000,24,12.9,2025-09-22,2025-09-28,6,Closed,High,0
L0001771,C002471,Home Improvement,South East,23500,24,18.9,2025-08-16,2025-08-23,7,Closed,Medium,0
L0001772,C002472,Debt Consolidation,South East,20500,36,18.9,2025-04-30,2025-05-06,6,Active,Medium,10210.6
L0001773,C002474,Car Finance,South East,9000,24,7.9,2025-06-24,2025-06-28,4,Defaulted,Low,8637.91
L0001774,C002476,Home Improvement,South West,19500,48,18.9,2025-01-17,2025-01-22,5,Approved,Low,4545.48
L0001775,C002477,Debt Consolidation,Scotland,8000,36,18.9,2026-03-17,2026-03-24,7,Closed,Low,0
L0001776,C002478,Personal Loan,Midlands,11000,12,18.9,2025-09-17,2025-09-24,7,Active,Low,2281.51
L0001777,C002480,Debt Consolidation,Midlands,10000,60,9.9,2025-04-07,2025-04-09,2,Active,Low,7965.38
L0001778,C002481,Home Improvement,London,23500,36,7.9,2025-05-19,2025-05-22,3,Active,Medium,13765.6
L0001779,C002482,Personal Loan,South East,25500,36,18.9,2025-03-16,2025-03-25,9,Active,Medium,8862.84
L0001780,C002484,Home Improvement,South East,2500,48,15.9,2025-10-05,2025-10-10,5,Closed,Medium,0
L0001781,C002485,Car Finance,South West,2000,12,7.9,2025-02-23,2025-03-01,6,Active,Low,1086.97
L0001782,C002486,Car Finance,North West,25000,12,12.9,2025-07-24,2025-07-28,4,Active,Low,4441.64
L0001783,C002487,Personal Loan,Scotland,13500,48,9.9,2025-09-25,2025-09-28,3,Active,Low,9913.2
L0001784,C002489,Personal Loan,South West,7000,12,18.9,2025-07-31,2025-08-05,5,Active,Low,1840.42
L0001785,C002490,Debt Consolidation,North West,21500,24,7.9,2025-02-19,2025-02-24,5,Active,Medium,17971.59
L0001786,C002491,Home Improvement,Midlands,6500,12,18.9,2025-03-04,2025-03-11,7,Active,Low,5961.35
L0001787,C002492,Home Improvement,South East,8000,60,15.9,2026-01-05,2026-01-11,6,Defaulted,Low,6619.13
L0001788,C002493,Debt Consolidation,North West,14000,48,12.9,2025-05-21,2025-05-28,7,Delinquent,Low,3038.79
L0001789,C002494,Personal Loan,South East,13000,12,15.9,2025-04-08,2025-04-16,8,Delinquent,Medium,6398.07
L0001790,C002495,Car Finance,North West,3500,48,12.9,2025-01-15,2025-01-21,6,Closed,Low,0
L0001791,C002497,Personal Loan,South West,21500,36,12.9,2025-10-22,2025-10-28,6,Closed,Low,0
L0001792,C002498,Debt Consolidation,Scotland,15000,36,7.9,2025-03-17,2025-03-24,7,Active,Low,5674.44
L0001793,C002499,Car Finance,Scotland,5500,36,9.9,2025-11-05,2025-11-09,4,Active,Medium,4524.62
